   0.0000000000000000        2.0000000000000000        0.0000000000000000        0.0000000000000000        3.1415926535897931     
   2.0000000000000001E-004   1.9999997486725898        6.2831850439901301E-004  -2.5132740815301305E-003   3.1415922588056104     
   4.0000000000000002E-004   1.9999989946903840        1.2566368508843476E-003  -5.0265479150099785E-003   3.1415910744529802     
   6.0000000000000006E-004   1.9999977380534568        1.8849548815422922E-003  -7.5398212523889816E-003   3.1415891005316583     
   8.0000000000000004E-004   1.9999959787619326        2.5132724384590707E-003  -1.0053093845616022E-002   3.1415863370412369     
   1.0000000000000000E-003   1.9999937168159847        3.1415893637208089E-003  -1.2566365446639147E-002   3.1415827839811450     
   1.2000000000000001E-003   1.9999909522158366        3.7699054994135015E-003  -1.5079635807405288E-002   3.1415784413506485     
   1.4000000000000002E-003   1.9999876849617610        4.3982206876229816E-003  -1.7592904679859987E-002   3.1415733091488507     
   1.6000000000000003E-003   1.9999839150540804        5.0265347704348843E-003  -2.0106171815947115E-002   3.1415673873746912     
   1.8000000000000004E-003   1.9999796424931668        5.6548475899346187E-003  -2.2619436967608590E-002   3.1415606760269470     
   2.0000000000000005E-003   1.9999748672794422        6.2831589882073316E-003  -2.5132699886784113E-002   3.1415531751042316     
   2.2000000000000006E-003   1.9999695894133775        6.9114688073378767E-003  -2.7645960325410866E-002   3.1415448846049956     
   2.4000000000000007E-003   1.9999638088954939        7.5397768894107809E-003  -3.0159218035423256E-002   3.1415358045275261     
   2.6000000000000007E-003   1.9999575257263618        8.1680830765102127E-003  -3.2672472768752625E-002   3.1415259348699482     
   2.8000000000000008E-003   1.9999507399066014        8.7963872107199494E-003  -3.5185724277326975E-002   3.1415152756302227     
   3.0000000000000009E-003   1.9999434514368823        9.4246891341233444E-003  -3.7698972313070692E-002   3.1415038268061477     
   3.2000000000000010E-003   1.9999356603179241        1.0052988688803294E-002  -4.0212216627904251E-002   3.1414915883953585     
   3.4000000000000011E-003   1.9999273665504957        1.0681285716842206E-002  -4.2725456973743969E-002   3.1414785603953268     
   3.6000000000000012E-003   1.9999185701354159        1.1309580060321964E-002  -4.5238693102501691E-002   3.1414647428033615     
   3.8000000000000013E-003   1.9999092710735524        1.1937871561323898E-002  -4.7751924766084537E-002   3.1414501356166085     
   4.0000000000000010E-003   1.9998994693658236        1.2566160061928754E-002  -5.0265151716394618E-002   3.1414347388320505     
   4.2000000000000006E-003   1.9998891650131967        1.3194445404216652E-002  -5.2778373705328750E-002   3.1414185524465066     
   4.4000000000000003E-003   1.9998783580166888        1.3822727430267067E-002  -5.5291590484778184E-002   3.1414015764566336     
   4.5999999999999999E-003   1.9998670483773666        1.4451005982158783E-002  -5.7804801806628323E-002   3.1413838108589252     
   4.7999999999999996E-003   1.9998552360963464        1.5079280901969869E-002  -6.0318007422758432E-002   3.1413652556497111     
   4.9999999999999992E-003   1.9998429211747943        1.5707552031777643E-002  -6.2831207085041391E-002   3.1413459108251582     
   5.1999999999999989E-003   1.9998301036139259        1.6335819213658641E-002  -6.5344400545343392E-002   3.1413257763812710     
   5.3999999999999986E-003   1.9998167834150062        1.6964082289688584E-002  -6.7857587555523652E-002   3.1413048523138904     
   5.5999999999999982E-003   1.9998029605793501        1.7592341101942344E-002  -7.0370767867434153E-002   3.1412831386186939     
   5.7999999999999979E-003   1.9997886351083223        1.8220595492493909E-002  -7.2883941232919372E-002   3.1412606352911965     
   5.9999999999999975E-003   1.9997738070033366        1.8848845303416357E-002  -7.5397107403815986E-002   3.1412373423267494     
   6.1999999999999972E-003   1.9997584762658569        1.9477090376781823E-002  -7.7910266131952580E-002   3.1412132597205416     
   6.3999999999999968E-003   1.9997426428973966        2.0105330554661460E-002  -8.0423417169149400E-002   3.1411883874675981     
   6.5999999999999965E-003   1.9997263068995186        2.0733565679125408E-002  -8.2936560267218046E-002   3.1411627255627810     
   6.7999999999999962E-003   1.9997094682738354        2.1361795592242761E-002  -8.5449695177961221E-002   3.1411362740007895     
   6.9999999999999958E-003   1.9996921270220096        2.1990020136081548E-002  -8.7962821653172416E-002   3.1411090327761602     
   7.1999999999999955E-003   1.9996742831457530        2.2618239152708677E-002  -9.0475939444635681E-002   3.1410810018832653     
   7.3999999999999951E-003   1.9996559366468272        2.3246452484189918E-002  -9.2989048304125299E-002   3.1410521813163146     
   7.5999999999999948E-003   1.9996370875270433        2.3874659972589869E-002  -9.5502147983405519E-002   3.1410225710693549     
   7.7999999999999944E-003   1.9996177357882623        2.4502861459971919E-002  -9.8015238234230306E-002   3.1409921711362698     
   7.9999999999999950E-003   1.9995978814323947        2.5131056788398217E-002 -0.10052831880834302        3.1409609815107800     
   8.1999999999999955E-003   1.9995775244614007        2.5759245799929640E-002 -0.10304138945747618        3.1409290021864424     
